Date,Store,Product,Sales,Price,Promotion
2023-07-08,Store_1,Product_4,71,83,0
2023-07-08,Store_1,Product_5,47,99,1
2023-07-08,Store_1,Product_6,89,53,0
2023-07-08,Store_1,Product_7,54,65,0
2023-07-08,Store_1,Product_8,82,187,0
2023-07-08,Store_1,Product_9,50,135,0
2023-07-08,Store_1,Product_10,94,171,0
2023-07-08,Store_2,Product_1,46,155,0
2023-07-08,Store_2,Product_2,45,156,0
2023-07-08,Store_2,Product_3,41,153,0
2023-07-08,Store_2,Product_4,46,145,0
2023-07-08,Store_2,Product_5,109,153,1
2023-07-08,Store_2,Product_6,35,163,0
2023-07-08,Store_2,Product_7,28,107,0
2023-07-08,Store_2,Product_8,68,54,0
2023-07-08,Store_2,Product_9,41,127,0
2023-07-08,Store_2,Product_10,70,50,0
2023-07-08,Store_3,Product_1,58,178,1
2023-07-08,Store_3,Product_2,31,169,0
2023-07-08,Store_3,Product_3,34,70,0
2023-07-08,Store_3,Product_4,43,73,0
2023-07-08,Store_3,Product_5,65,188,0
2023-07-08,Store_3,Product_6,36,184,0
2023-07-08,Store_3,Product_7,94,172,0
2023-07-08,Store_3,Product_8,45,125,0
2023-07-08,Store_3,Product_9,64,70,1
2023-07-08,Store_3,Product_10,24,119,0
2023-07-08,Store_4,Product_1,50,148,0
2023-07-08,Store_4,Product_2,20,64,0
2023-07-08,Store_4,Product_3,99,168,0
2023-07-08,Store_4,Product_4,79,153,0
2023-07-08,Store_4,Product_5,77,148,0
2023-07-08,Store_4,Product_6,101,88,0
2023-07-08,Store_4,Product_7,109,71,1
2023-07-08,Store_4,Product_8,69,163,1
2023-07-08,Store_4,Product_9,64,118,0
2023-07-08,Store_4,Product_10,39,164,0
2023-07-08,Store_5,Product_1,50,116,1
2023-07-08,Store_5,Product_2,108,168,1
2023-07-08,Store_5,Product_3,48,153,0
2023-07-08,Store_5,Product_4,86,165,0
2023-07-08,Store_5,Product_5,56,134,0
2023-07-08,Store_5,Product_6,66,177,1
2023-07-08,Store_5,Product_7,103,148,0
2023-07-08,Store_5,Product_8,44,136,1
2023-07-08,Store_5,Product_9,28,168,0
2023-07-08,Store_5,Product_10,40,179,0
2023-07-09,Store_1,Product_1,60,95,0
2023-07-09,Store_1,Product_2,53,119,0
2023-07-09,Store_1,Product_3,87,142,0
2023-07-09,Store_1,Product_4,63,76,0
2023-07-09,Store_1,Product_5,64,186,0
2023-07-09,Store_1,Product_6,42,196,0
2023-07-09,Store_1,Product_7,38,198,0
2023-07-09,Store_1,Product_8,82,55,0
2023-07-09,Store_1,Product_9,29,75,0
2023-07-09,Store_1,Product_10,45,64,0
2023-07-09,Store_2,Product_1,52,117,0
2023-07-09,Store_2,Product_2,65,78,0
2023-07-09,Store_2,Product_3,67,133,0
2023-07-09,Store_2,Product_4,80,72,0
2023-07-09,Store_2,Product_5,45,143,1
2023-07-09,Store_2,Product_6,47,176,0
2023-07-09,Store_2,Product_7,60,185,0
2023-07-09,Store_2,Product_8,23,80,0
2023-07-09,Store_2,Product_9,42,76,0
2023-07-09,Store_2,Product_10,76,81,0
2023-07-09,Store_3,Product_1,44,75,0
2023-07-09,Store_3,Product_2,104,168,1
2023-07-09,Store_3,Product_3,38,159,1
2023-07-09,Store_3,Product_4,53,50,0
2023-07-09,Store_3,Product_5,65,75,0
2023-07-09,Store_3,Product_6,30,182,0
2023-07-09,Store_3,Product_7,27,76,0
2023-07-09,Store_3,Product_8,96,72,0
2023-07-09,Store_3,Product_9,43,119,1
2023-07-09,Store_3,Product_10,88,135,0
2023-07-09,Store_4,Product_1,45,184,1
2023-07-09,Store_4,Product_2,21,125,0
2023-07-09,Store_4,Product_3,96,52,0
2023-07-09,Store_4,Product_4,42,189,0
2023-07-09,Store_4,Product_5,35,174,0
2023-07-09,Store_4,Product_6,74,59,0
2023-07-09,Store_4,Product_7,42,125,0
2023-07-09,Store_4,Product_8,71,151,0
2023-07-09,Store_4,Product_9,78,51,0
2023-07-09,Store_4,Product_10,39,63,1
2023-07-09,Store_5,Product_1,62,67,0
2023-07-09,Store_5,Product_2,63,129,0
2023-07-09,Store_5,Product_3,83,97,1
2023-07-09,Store_5,Product_4,68,119,0
2023-07-09,Store_5,Product_5,45,111,0
2023-07-09,Store_5,Product_6,65,92,0
2023-07-09,Store_5,Product_7,57,65,0
2023-07-09,Store_5,Product_8,26,77,1
2023-07-09,Store_5,Product_9,54,169,0
2023-07-09,Store_5,Product_10,39,165,0
2023-07-10,Store_1,Product_1,67,137,0
2023-07-10,Store_1,Product_2,70,137,0
2023-07-10,Store_1,Product_3,28,123,0
2023-07-10,Store_1,Product_4,50,187,1
2023-07-10,Store_1,Product_5,29,150,0
2023-07-10,Store_1,Product_6,16,158,0
2023-07-10,Store_1,Product_7,71,189,1
2023-07-10,Store_1,Product_8,32,185,0
2023-07-10,Store_1,Product_9,84,165,0
2023-07-10,Store_1,Product_10,89,90,0
2023-07-10,Store_2,Product_1,90,130,0
2023-07-10,Store_2,Product_2,64,172,0
2023-07-10,Store_2,Product_3,35,145,0
2023-07-10,Store_2,Product_4,54,98,0
2023-07-10,Store_2,Product_5,30,142,1
2023-07-10,Store_2,Product_6,33,170,0
2023-07-10,Store_2,Product_7,59,189,0
2023-07-10,Store_2,Product_8,46,62,1
2023-07-10,Store_2,Product_9,71,100,0
2023-07-10,Store_2,Product_10,20,168,0
2023-07-10,Store_3,Product_1,39,174,0
2023-07-10,Store_3,Product_2,86,170,0
2023-07-10,Store_3,Product_3,57,147,1
2023-07-10,Store_3,Product_4,86,78,1
2023-07-10,Store_3,Product_5,113,160,1
2023-07-10,Store_3,Product_6,36,139,0
2023-07-10,Store_3,Product_7,59,80,1
2023-07-10,Store_3,Product_8,25,156,1
2023-07-10,Store_3,Product_9,93,125,0
2023-07-10,Store_3,Product_10,19,162,0
2023-07-10,Store_4,Product_1,66,175,0
2023-07-10,Store_4,Product_2,97,188,0
2023-07-10,Store_4,Product_3,88,55,1
2023-07-10,Store_4,Product_4,77,88,1
2023-07-10,Store_4,Product_5,55,117,0
2023-07-10,Store_4,Product_6,83,162,0
2023-07-10,Store_4,Product_7,14,98,0
2023-07-10,Store_4,Product_8,45,164,0
2023-07-10,Store_4,Product_9,43,62,0
2023-07-10,Store_4,Product_10,14,71,0
2023-07-10,Store_5,Product_1,68,152,0
2023-07-10,Store_5,Product_2,38,154,1
2023-07-10,Store_5,Product_3,88,102,1
2023-07-10,Store_5,Product_4,72,108,0
2023-07-10,Store_5,Product_5,39,123,0
2023-07-10,Store_5,Product_6,86,184,1
2023-07-10,Store_5,Product_7,44,50,1
2023-07-10,Store_5,Product_8,77,194,1
2023-07-10,Store_5,Product_9,67,112,1
2023-07-10,Store_5,Product_10,64,58,0
2023-07-11,Store_1,Product_1,105,108,0
2023-07-11,Store_1,Product_2,58,138,0
2023-07-11,Store_1,Product_3,101,93,1
2023-07-11,Store_1,Product_4,66,190,0
2023-07-11,Store_1,Product_5,40,71,1
2023-07-11,Store_1,Product_6,35,139,0
2023-07-11,Store_1,Product_7,47,157,0
2023-07-11,Store_1,Product_8,55,131,0
2023-07-11,Store_1,Product_9,52,70,0
2023-07-11,Store_1,Product_10,54,78,0
2023-07-11,Store_2,Product_1,78,166,0
2023-07-11,Store_2,Product_2,94,123,0
2023-07-11,Store_2,Product_3,53,133,0
2023-07-11,Store_2,Product_4,21,73,0
2023-07-11,Store_2,Product_5,67,84,0
2023-07-11,Store_2,Product_6,66,92,0
2023-07-11,Store_2,Product_7,46,132,0
2023-07-11,Store_2,Product_8,16,187,0
2023-07-11,Store_2,Product_9,70,126,0
2023-07-11,Store_2,Product_10,27,123,0
2023-07-11,Store_3,Product_1,73,168,0
2023-07-11,Store_3,Product_2,33,98,0
2023-07-11,Store_3,Product_3,41,106,0
2023-07-11,Store_3,Product_4,17,118,0
2023-07-11,Store_3,Product_5,86,137,0
2023-07-11,Store_3,Product_6,85,162,0
2023-07-11,Store_3,Product_7,85,177,0
2023-07-11,Store_3,Product_8,81,195,0
2023-07-11,Store_3,Product_9,61,108,0
2023-07-11,Store_3,Product_10,39,188,0
2023-07-11,Store_4,Product_1,125,80,1
2023-07-11,Store_4,Product_2,55,145,0
2023-07-11,Store_4,Product_3,47,136,0
2023-07-11,Store_4,Product_4,57,99,1
2023-07-11,Store_4,Product_5,53,126,1
2023-07-11,Store_4,Product_6,73,70,0
2023-07-11,Store_4,Product_7,82,153,0
2023-07-11,Store_4,Product_8,21,153,0
2023-07-11,Store_4,Product_9,61,187,0
2023-07-11,Store_4,Product_10,55,184,0
2023-07-11,Store_5,Product_1,33,86,0
2023-07-11,Store_5,Product_2,63,198,0
2023-07-11,Store_5,Product_3,65,198,0
2023-07-11,Store_5,Product_4,72,93,0
2023-07-11,Store_5,Product_5,50,162,0
2023-07-11,Store_5,Product_6,33,87,0
2023-07-11,Store_5,Product_7,15,198,0
2023-07-11,Store_5,Product_8,40,81,0
2023-07-11,Store_5,Product_9,90,66,0
2023-07-11,Store_5,Product_10,64,106,0
2023-07-12,Store_1,Product_1,51,102,0
2023-07-12,Store_1,Product_2,71,77,0
2023-07-12,Store_1,Product_3,95,181,1
2023-07-12,Store_1,Product_4,67,78,0
2023-07-12,Store_1,Product_5,54,161,0
2023-07-12,Store_1,Product_6,64,61,0
2023-07-12,Store_1,Product_7,36,159,1
2023-07-12,Store_1,Product_8,88,129,0
2023-07-12,Store_1,Product_9,51,157,0
2023-07-12,Store_1,Product_10,15,82,0
2023-07-12,Store_2,Product_1,80,57,1
2023-07-12,Store_2,Product_2,25,81,0
2023-07-12,Store_2,Product_3,102,131,1
2023-07-12,Store_2,Product_4,36,145,0
2023-07-12,Store_2,Product_5,25,189,1
2023-07-12,Store_2,Product_6,67,68,0
2023-07-12,Store_2,Product_7,44,78,0
2023-07-12,Store_2,Product_8,41,159,0
2023-07-12,Store_2,Product_9,87,86,0
2023-07-12,Store_2,Product_10,34,90,0
2023-07-12,Store_3,Product_1,80,195,0
2023-07-12,Store_3,Product_2,97,85,0
2023-07-12,Store_3,Product_3,46,182,1
2023-07-12,Store_3,Product_4,34,135,0
2023-07-12,Store_3,Product_5,56,193,1
2023-07-12,Store_3,Product_6,36,186,0
2023-07-12,Store_3,Product_7,59,99,1
2023-07-12,Store_3,Product_8,44,93,0
2023-07-12,Store_3,Product_9,71,136,0
2023-07-12,Store_3,Product_10,85,185,0
2023-07-12,Store_4,Product_1,15,118,0
2023-07-12,Store_4,Product_2,99,160,1
2023-07-12,Store_4,Product_3,36,52,0
2023-07-12,Store_4,Product_4,18,130,0
2023-07-12,Store_4,Product_5,36,116,0
2023-07-12,Store_4,Product_6,67,53,0
2023-07-12,Store_4,Product_7,97,136,0
2023-07-12,Store_4,Product_8,64,103,0
2023-07-12,Store_4,Product_9,31,177,0
2023-07-12,Store_4,Product_10,100,148,1
2023-07-12,Store_5,Product_1,42,125,0
2023-07-12,Store_5,Product_2,62,135,0
2023-07-12,Store_5,Product_3,33,168,0
2023-07-12,Store_5,Product_4,90,184,0
2023-07-12,Store_5,Product_5,55,131,1
2023-07-12,Store_5,Product_6,66,99,0
2023-07-12,Store_5,Product_7,73,58,1
2023-07-12,Store_5,Product_8,49,160,0
2023-07-12,Store_5,Product_9,40,97,0
2023-07-12,Store_5,Product_10,29,177,0
2023-07-13,Store_1,Product_1,82,88,0
2023-07-13,Store_1,Product_2,61,69,0
2023-07-13,Store_1,Product_3,37,87,0
2023-07-13,Store_1,Product_4,96,86,0
2023-07-13,Store_1,Product_5,95,133,0
2023-07-13,Store_1,Product_6,39,155,0
2023-07-13,Store_1,Product_7,118,129,1
2023-07-13,Store_1,Product_8,40,50,0
2023-07-13,Store_1,Product_9,80,95,0
2023-07-13,Store_1,Product_10,91,115,0
2023-07-13,Store_2,Product_1,95,178,0
2023-07-13,Store_2,Product_2,28,162,0
2023-07-13,Store_2,Product_3,88,151,0
2023-07-13,Store_2,Product_4,17,122,1
2023-07-13,Store_2,Product_5,82,185,0
2023-07-13,Store_2,Product_6,93,79,1
2023-07-13,Store_2,Product_7,21,180,0
2023-07-13,Store_2,Product_8,89,157,0
2023-07-13,Store_2,Product_9,85,93,0
2023-07-13,Store_2,Product_10,25,87,0
2023-07-13,Store_3,Product_1,27,68,0
2023-07-13,Store_3,Product_2,36,60,0
2023-07-13,Store_3,Product_3,92,105,0
2023-07-13,Store_3,Product_4,68,174,0
2023-07-13,Store_3,Product_5,23,101,0
2023-07-13,Store_3,Product_6,23,112,0
2023-07-13,Store_3,Product_7,54,115,0
2023-07-13,Store_3,Product_8,62,124,1
2023-07-13,Store_3,Product_9,19,80,0
2023-07-13,Store_3,Product_10,71,196,0
2023-07-13,Store_4,Product_1,111,151,1
2023-07-13,Store_4,Product_2,44,122,0
2023-07-13,Store_4,Product_3,44,75,0
2023-07-13,Store_4,Product_4,23,146,0
2023-07-13,Store_4,Product_5,87,137,0
2023-07-13,Store_4,Product_6,53,89,0
2023-07-13,Store_4,Product_7,97,131,1
2023-07-13,Store_4,Product_8,74,131,0
2023-07-13,Store_4,Product_9,55,168,0
2023-07-13,Store_4,Product_10,29,99,0
2023-07-13,Store_5,Product_1,23,56,0
2023-07-13,Store_5,Product_2,71,57,0
2023-07-13,Store_5,Product_3,26,70,0
2023-07-13,Store_5,Product_4,25,196,0
2023-07-13,Store_5,Product_5,85,82,0
2023-07-13,Store_5,Product_6,45,85,0
2023-07-13,Store_5,Product_7,76,145,0
2023-07-13,Store_5,Product_8,80,172,0
2023-07-13,Store_5,Product_9,83,103,0
2023-07-13,Store_5,Product_10,26,51,0
2023-07-14,Store_1,Product_1,9,128,0
2023-07-14,Store_1,Product_2,85,198,0
2023-07-14,Store_1,Product_3,37,52,0
2023-07-14,Store_1,Product_4,52,164,0
2023-07-14,Store_1,Product_5,27,100,0
2023-07-14,Store_1,Product_6,48,144,0
2023-07-14,Store_1,Product_7,42,195,1
2023-07-14,Store_1,Product_8,34,195,0
2023-07-14,Store_1,Product_9,48,50,0
2023-07-14,Store_1,Product_10,44,105,0
2023-07-14,Store_2,Product_1,22,128,0
2023-07-14,Store_2,Product_2,11,194,0
2023-07-14,Store_2,Product_3,45,73,0
2023-07-14,Store_2,Product_4,72,106,0
2023-07-14,Store_2,Product_5,67,190,0
2023-07-14,Store_2,Product_6,13,169,0
2023-07-14,Store_2,Product_7,18,197,0
2023-07-14,Store_2,Product_8,78,67,0
2023-07-14,Store_2,Product_9,92,67,0
2023-07-14,Store_2,Product_10,80,155,0
2023-07-14,Store_3,Product_1,59,176,0
2023-07-14,Store_3,Product_2,93,162,0
2023-07-14,Store_3,Product_3,59,62,0
2023-07-14,Store_3,Product_4,85,113,1
2023-07-14,Store_3,Product_5,31,178,0
2023-07-14,Store_3,Product_6,67,112,1
2023-07-14,Store_3,Product_7,41,181,0
2023-07-14,Store_3,Product_8,54,118,0
2023-07-14,Store_3,Product_9,38,85,0
2023-07-14,Store_3,Product_10,86,99,0
2023-07-14,Store_4,Product_1,82,153,0
2023-07-14,Store_4,Product_2,59,118,0
2023-07-14,Store_4,Product_3,43,192,0
2023-07-14,Store_4,Product_4,50,158,0
2023-07-14,Store_4,Product_5,76,84,0
2023-07-14,Store_4,Product_6,50,133,1
2023-07-14,Store_4,Product_7,17,127,0
2023-07-14,Store_4,Product_8,46,149,0
2023-07-14,Store_4,Product_9,32,91,0
2023-07-14,Store_4,Product_10,18,124,0
2023-07-14,Store_5,Product_1,40,119,0
2023-07-14,Store_5,Product_2,49,93,0
2023-07-14,Store_5,Product_3,36,62,1
2023-07-14,Store_5,Product_4,26,132,0
2023-07-14,Store_5,Product_5,57,175,0
2023-07-14,Store_5,Product_6,60,60,0
2023-07-14,Store_5,Product_7,42,183,0
2023-07-14,Store_5,Product_8,53,190,0
2023-07-14,Store_5,Product_9,13,88,1
2023-07-14,Store_5,Product_10,65,164,0
2023-07-15,Store_1,Product_1,46,161,0
2023-07-15,Store_1,Product_2,60,114,0
2023-07-15,Store_1,Product_3,94,60,1
2023-07-15,Store_1,Product_4,43,52,1
2023-07-15,Store_1,Product_5,40,107,1
2023-07-15,Store_1,Product_6,98,110,0
2023-07-15,Store_1,Product_7,71,87,0
2023-07-15,Store_1,Product_8,83,146,0
2023-07-15,Store_1,Product_9,89,152,0
2023-07-15,Store_1,Product_10,62,95,0
2023-07-15,Store_2,Product_1,24,190,0
2023-07-15,Store_2,Product_2,79,177,1
2023-07-15,Store_2,Product_3,22,107,0
2023-07-15,Store_2,Product_4,79,138,0
2023-07-15,Store_2,Product_5,86,97,0
2023-07-15,Store_2,Product_6,34,81,0
2023-07-15,Store_2,Product_7,27,84,0
2023-07-15,Store_2,Product_8,63,132,0
2023-07-15,Store_2,Product_9,70,167,0
2023-07-15,Store_2,Product_10,55,137,0
2023-07-15,Store_3,Product_1,53,173,0
2023-07-15,Store_3,Product_2,75,101,0
2023-07-15,Store_3,Product_3,17,142,1
2023-07-15,Store_3,Product_4,81,81,0
2023-07-15,Store_3,Product_5,40,177,0
2023-07-15,Store_3,Product_6,55,198,0
2023-07-15,Store_3,Product_7,85,119,0
2023-07-15,Store_3,Product_8,29,62,0
2023-07-15,Store_3,Product_9,35,92,0
2023-07-15,Store_3,Product_10,42,104,0
2023-07-15,Store_4,Product_1,50,195,0
2023-07-15,Store_4,Product_2,78,190,0
2023-07-15,Store_4,Product_3,23,193,1
2023-07-15,Store_4,Product_4,19,193,0
2023-07-15,Store_4,Product_5,18,182,0
2023-07-15,Store_4,Product_6,71,173,0
2023-07-15,Store_4,Product_7,73,73,1
2023-07-15,Store_4,Product_8,75,116,0
2023-07-15,Store_4,Product_9,41,135,0
2023-07-15,Store_4,Product_10,84,187,0
2023-07-15,Store_5,Product_1,42,135,0
2023-07-15,Store_5,Product_2,46,129,0
2023-07-15,Store_5,Product_3,19,140,1
2023-07-15,Store_5,Product_4,63,130,0
2023-07-15,Store_5,Product_5,34,79,0
2023-07-15,Store_5,Product_6,27,180,0
2023-07-15,Store_5,Product_7,39,54,0
2023-07-15,Store_5,Product_8,27,50,0
2023-07-15,Store_5,Product_9,32,179,0
2023-07-15,Store_5,Product_10,56,189,0
2023-07-16,Store_1,Product_1,40,60,0
2023-07-16,Store_1,Product_2,71,112,0
2023-07-16,Store_1,Product_3,23,56,0
2023-07-16,Store_1,Product_4,78,199,0
2023-07-16,Store_1,Product_5,43,119,0
2023-07-16,Store_1,Product_6,45,177,0
2023-07-16,Store_1,Product_7,55,158,0
2023-07-16,Store_1,Product_8,24,178,0
2023-07-16,Store_1,Product_9,60,141,0
2023-07-16,Store_1,Product_10,85,174,0
2023-07-16,Store_2,Product_1,45,78,0
2023-07-16,Store_2,Product_2,18,187,0
2023-07-16,Store_2,Product_3,105,136,1
2023-07-16,Store_2,Product_4,52,123,0
2023-07-16,Store_2,Product_5,33,120,0
2023-07-16,Store_2,Product_6,53,94,0
2023-07-16,Store_2,Product_7,64,118,1
2023-07-16,Store_2,Product_8,53,50,0
2023-07-16,Store_2,Product_9,68,103,1
2023-07-16,Store_2,Product_10,46,180,0
2023-07-16,Store_3,Product_1,50,161,0
2023-07-16,Store_3,Product_2,79,60,0
2023-07-16,Store_3,Product_3,23,168,0
2023-07-16,Store_3,Product_4,67,98,0
2023-07-16,Store_3,Product_5,92,169,0
2023-07-16,Store_3,Product_6,85,97,0
2023-07-16,Store_3,Product_7,100,112,0
2023-07-16,Store_3,Product_8,79,55,0
2023-07-16,Store_3,Product_9,71,105,0
2023-07-16,Store_3,Product_10,55,182,0
2023-07-16,Store_4,Product_1,40,155,1
2023-07-16,Store_4,Product_2,96,63,0
2023-07-16,Store_4,Product_3,92,182,0
2023-07-16,Store_4,Product_4,27,128,0
2023-07-16,Store_4,Product_5,70,130,0
2023-07-16,Store_4,Product_6,33,108,1
2023-07-16,Store_4,Product_7,26,71,0
2023-07-16,Store_4,Product_8,43,188,0
2023-07-16,Store_4,Product_9,65,53,0
2023-07-16,Store_4,Product_10,32,189,0
2023-07-16,Store_5,Product_1,78,107,0
2023-07-16,Store_5,Product_2,89,178,0
2023-07-16,Store_5,Product_3,29,100,0
2023-07-16,Store_5,Product_4,37,93,0
2023-07-16,Store_5,Product_5,56,193,0
2023-07-16,Store_5,Product_6,60,171,0
2023-07-16,Store_5,Product_7,47,154,0
2023-07-16,Store_5,Product_8,51,89,0
2023-07-16,Store_5,Product_9,31,153,0
2023-07-16,Store_5,Product_10,84,174,1
2023-07-17,Store_1,Product_1,83,137,0
2023-07-17,Store_1,Product_2,94,116,0
2023-07-17,Store_1,Product_3,90,122,0
2023-07-17,Store_1,Product_4,34,56,0
2023-07-17,Store_1,Product_5,51,146,0
2023-07-17,Store_1,Product_6,77,105,0
2023-07-17,Store_1,Product_7,79,181,1
2023-07-17,Store_1,Product_8,81,195,0
2023-07-17,Store_1,Product_9,24,116,0
2023-07-17,Store_1,Product_10,85,117,0
2023-07-17,Store_2,Product_1,37,82,1
2023-07-17,Store_2,Product_2,38,163,0
2023-07-17,Store_2,Product_3,84,55,0
2023-07-17,Store_2,Product_4,78,193,0
2023-07-17,Store_2,Product_5,29,125,0
2023-07-17,Store_2,Product_6,67,130,0
2023-07-17,Store_2,Product_7,66,116,0
2023-07-17,Store_2,Product_8,49,183,0
2023-07-17,Store_2,Product_9,46,123,1
2023-07-17,Store_2,Product_10,24,169,0
2023-07-17,Store_3,Product_1,69,135,0
2023-07-17,Store_3,Product_2,43,180,0
2023-07-17,Store_3,Product_3,54,95,1
2023-07-17,Store_3,Product_4,90,130,0
2023-07-17,Store_3,Product_5,38,71,0
2023-07-17,Store_3,Product_6,41,93,0
2023-07-17,Store_3,Product_7,59,79,1
2023-07-17,Store_3,Product_8,54,118,0
2023-07-17,Store_3,Product_9,17,83,0
2023-07-17,Store_3,Product_10,67,127,0
2023-07-17,Store_4,Product_1,31,83,0
2023-07-17,Store_4,Product_2,99,148,1
2023-07-17,Store_4,Product_3,88,115,0
2023-07-17,Store_4,Product_4,66,100,1
2023-07-17,Store_4,Product_5,55,160,0
2023-07-17,Store_4,Product_6,81,87,0
2023-07-17,Store_4,Product_7,32,174,1
2023-07-17,Store_4,Product_8,61,80,0
2023-07-17,Store_4,Product_9,82,98,0
2023-07-17,Store_4,Product_10,42,183,0
2023-07-17,Store_5,Product_1,39,177,0
2023-07-17,Store_5,Product_2,42,121,0
2023-07-17,Store_5,Product_3,40,198,0
2023-07-17,Store_5,Product_4,52,184,0
2023-07-17,Store_5,Product_5,71,138,0
2023-07-17,Store_5,Product_6,28,51,0
2023-07-17,Store_5,Product_7,34,81,0
2023-07-17,Store_5,Product_8,31,74,0
2023-07-17,Store_5,Product_9,24,60,0
2023-07-17,Store_5,Product_10,27,56,0
2023-07-18,Store_1,Product_1,50,172,0
2023-07-18,Store_1,Product_2,65,54,0
2023-07-18,Store_1,Product_3,99,198,0
2023-07-18,Store_1,Product_4,71,106,0
2023-07-18,Store_1,Product_5,50,123,0
2023-07-18,Store_1,Product_6,50,174,0
2023-07-18,Store_1,Product_7,94,81,1
2023-07-18,Store_1,Product_8,42,176,0
2023-07-18,Store_1,Product_9,37,70,0
2023-07-18,Store_1,Product_10,32,63,0
2023-07-18,Store_2,Product_1,30,153,0
2023-07-18,Store_2,Product_2,32,119,0
2023-07-18,Store_2,Product_3,23,163,0
2023-07-18,Store_2,Product_4,61,153,1
2023-07-18,Store_2,Product_5,67,75,0
2023-07-18,Store_2,Product_6,81,118,0
2023-07-18,Store_2,Product_7,38,189,0
2023-07-18,Store_2,Product_8,22,57,0
2023-07-18,Store_2,Product_9,52,167,0
2023-07-18,Store_2,Product_10,60,132,0
2023-07-18,Store_3,Product_1,71,153,0
2023-07-18,Store_3,Product_2,28,100,0
2023-07-18,Store_3,Product_3,70,128,0
2023-07-18,Store_3,Product_4,62,190,0
2023-07-18,Store_3,Product_5,59,50,0
2023-07-18,Store_3,Product_6,40,87,0
2023-07-18,Store_3,Product_7,23,197,0
2023-07-18,Store_3,Product_8,25,118,0
2023-07-18,Store_3,Product_9,84,165,0
2023-07-18,Store_3,Product_10,29,192,0
2023-07-18,Store_4,Product_1,19,175,0
2023-07-18,Store_4,Product_2,54,59,0
2023-07-18,Store_4,Product_3,28,72,0
2023-07-18,Store_4,Product_4,40,104,0
2023-07-18,Store_4,Product_5,53,198,0
2023-07-18,Store_4,Product_6,71,68,1
2023-07-18,Store_4,Product_7,74,127,0
2023-07-18,Store_4,Product_8,74,125,0
2023-07-18,Store_4,Product_9,54,163,1
2023-07-18,Store_4,Product_10,37,121,0
2023-07-18,Store_5,Product_1,94,60,0
2023-07-18,Store_5,Product_2,39,71,0
2023-07-18,Store_5,Product_3,35,118,0
2023-07-18,Store_5,Product_4,71,68,0
2023-07-18,Store_5,Product_5,53,150,1
2023-07-18,Store_5,Product_6,35,134,1
2023-07-18,Store_5,Product_7,39,125,1
2023-07-18,Store_5,Product_8,32,69,0
2023-07-18,Store_5,Product_9,85,190,0
2023-07-18,Store_5,Product_10,84,138,0
2023-07-19,Store_1,Product_1,60,96,1
2023-07-19,Store_1,Product_2,46,188,0
2023-07-19,Store_1,Product_3,90,162,0
2023-07-19,Store_1,Product_4,37,82,0
2023-07-19,Store_1,Product_5,103,192,0
2023-07-19,Store_1,Product_6,78,160,1
2023-07-19,Store_1,Product_7,75,181,0
2023-07-19,Store_1,Product_8,80,74,0
2023-07-19,Store_1,Product_9,59,65,0
2023-07-19,Store_1,Product_10,59,54,0
2023-07-19,Store_2,Product_1,27,178,0
2023-07-19,Store_2,Product_2,69,127,0
2023-07-19,Store_2,Product_3,81,170,1
2023-07-19,Store_2,Product_4,66,141,0
2023-07-19,Store_2,Product_5,12,70,0
2023-07-19,Store_2,Product_6,33,138,0
2023-07-19,Store_2,Product_7,43,130,0
2023-07-19,Store_2,Product_8,78,134,0
2023-07-19,Store_2,Product_9,21,164,0
2023-07-19,Store_2,Product_10,65,58,0
2023-07-19,Store_3,Product_1,65,126,0
2023-07-19,Store_3,Product_2,58,111,1
2023-07-19,Store_3,Product_3,39,90,1
2023-07-19,Store_3,Product_4,55,154,0
2023-07-19,Store_3,Product_5,64,154,0
2023-07-19,Store_3,Product_6,24,142,0
2023-07-19,Store_3,Product_7,27,187,0
2023-07-19,Store_3,Product_8,77,66,0
2023-07-19,Store_3,Product_9,27,116,0
2023-07-19,Store_3,Product_10,34,188,0
2023-07-19,Store_4,Product_1,61,190,0
2023-07-19,Store_4,Product_2,40,87,0
2023-07-19,Store_4,Product_3,48,114,1
2023-07-19,Store_4,Product_4,69,181,0
2023-07-19,Store_4,Product_5,46,52,0
2023-07-19,Store_4,Product_6,88,188,1
2023-07-19,Store_4,Product_7,11,50,0
2023-07-19,Store_4,Product_8,91,92,0
2023-07-19,Store_4,Product_9,32,156,0
2023-07-19,Store_4,Product_10,18,71,0
2023-07-19,Store_5,Product_1,29,87,0
2023-07-19,Store_5,Product_2,52,91,0
2023-07-19,Store_5,Product_3,69,160,0
2023-07-19,Store_5,Product_4,48,56,0
2023-07-19,Store_5,Product_5,30,126,0
2023-07-19,Store_5,Product_6,59,112,1
2023-07-19,Store_5,Product_7,78,164,0
2023-07-19,Store_5,Product_8,50,53,0
2023-07-19,Store_5,Product_9,70,82,0
2023-07-19,Store_5,Product_10,62,183,0
2023-07-20,Store_1,Product_1,60,175,0
2023-07-20,Store_1,Product_2,60,116,0
2023-07-20,Store_1,Product_3,89,127,0
2023-07-20,Store_1,Product_4,51,189,0
2023-07-20,Store_1,Product_5,62,170,0
2023-07-20,Store_1,Product_6,56,184,0
2023-07-20,Store_1,Product_7,78,135,0
2023-07-20,Store_1,Product_8,23,135,0
2023-07-20,Store_1,Product_9,67,57,0
2023-07-20,Store_1,Product_10,37,198,0
